,.,the,",",to,of,in,and,said,a,s,for,oil,-,mln,',/,u,on,that,from,at,it,"""",is,by,tonnes,1,dlrs,be,000,was,pct,wheat,will,he,with,year,its,as,would,an,2,prices,has,not,last,(,this,were,","""
crude article054.txt,0,15,0,20,8,7,8,9,8,9,8,10,0,13,0,0,5,3,3,3,3,1,0,5,1,0,1,0,4,3,3,3,0,0,1,2,2,1,1,3,3,1,2,0,2,2,0,1,1,0
crude article068.txt,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article083.txt,0,5,0,2,0,0,1,1,3,1,1,5,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
crude article097.txt,0,21,0,12,8,17,2,5,6,4,3,6,0,5,0,0,0,1,0,8,1,2,0,0,3,3,4,3,0,4,2,2,0,0,0,1,7,0,1,0,1,0,1,0,0,4,0,0,0,0
crude article524.txt,0,19,0,4,8,7,8,8,6,6,0,7,0,0,0,0,0,6,0,1,5,4,0,0,1,0,0,0,0,0,3,0,0,0,0,1,1,1,1,0,2,0,0,1,2,2,0,0,2,0
crude article242.txt,0,9,0,2,3,8,3,3,2,2,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,1,0,0,3,0
crude article256.txt,0,37,0,15,16,36,8,11,9,1,4,8,0,11,0,0,0,7,4,8,4,4,0,7,5,8,2,0,2,1,3,4,0,2,0,5,8,1,4,0,0,6,2,0,0,3,0,6,2,0
crude article530.txt,0,11,0,12,5,10,15,8,7,0,1,5,0,10,0,0,0,2,0,5,0,2,0,2,0,0,1,5,2,0,0,2,0,0,4,0,2,3,2,3,3,2,0,1,0,0,0,0,0,0
crude article518.txt,0,44,0,15,22,10,19,16,9,11,3,11,0,0,0,0,4,5,8,1,4,3,0,7,1,0,0,0,5,1,1,1,0,6,6,1,2,1,6,4,4,0,1,1,4,0,0,1,3,0
crude article295.txt,0,3,0,1,1,1,1,2,3,1,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
crude article291.txt,0,5,0,2,6,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article285.txt,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
crude article534.txt,0,11,0,11,7,7,12,9,8,4,6,10,0,8,0,0,2,2,2,3,5,8,0,2,2,0,3,5,0,0,1,3,0,0,0,5,6,4,0,0,2,0,2,0,1,0,0,1,5,0
crude article252.txt,0,9,0,2,6,4,3,4,4,3,1,3,0,1,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,3,4,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2,0,0,1,0
crude article246.txt,0,8,0,4,5,4,6,4,5,3,1,0,0,1,0,0,0,2,1,0,0,5,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0
crude article520.txt,0,18,0,10,2,3,2,6,3,1,1,2,0,0,0,0,0,2,2,0,0,5,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,3,1,1,0,0,0,0
crude article508.txt,0,29,0,23,15,13,12,8,6,12,3,8,0,3,0,0,1,5,5,3,1,5,0,6,5,0,2,4,1,0,3,1,0,4,5,4,2,8,0,3,1,1,3,7,2,5,0,2,0,0
crude article093.txt,0,3,0,2,2,0,0,1,4,1,2,2,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
crude article087.txt,0,6,0,2,3,0,2,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
crude article050.txt,0,6,0,5,3,5,8,2,9,2,3,5,0,1,0,0,0,3,3,1,0,3,0,3,1,0,0,2,0,0,0,0,0,1,2,0,0,1,0,4,1,0,5,0,4,2,0,0,0,0
crude article044.txt,0,2,0,3,0,3,1,2,3,0,1,2,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
crude article078.txt,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article124.txt,0,20,0,8,9,8,2,5,6,2,3,4,0,0,0,0,1,1,1,0,1,0,0,2,2,0,0,1,3,0,1,0,0,4,7,3,0,0,1,2,1,0,5,1,2,0,0,1,0,0
crude article130.txt,0,3,0,1,1,1,3,1,3,4,2,2,0,0,0,0,3,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
crude article118.txt,0,19,0,8,7,4,7,3,6,4,5,6,0,0,0,0,0,0,2,2,5,3,0,1,2,0,0,1,0,0,1,0,0,2,3,0,2,3,1,2,0,0,0,0,1,1,0,1,2,0
crude article483.txt,0,3,0,2,3,3,3,0,1,4,0,4,0,6,0,0,0,1,0,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
crude article497.txt,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article440.txt,0,11,0,3,5,2,0,4,4,0,2,5,0,2,0,0,0,1,3,3,0,1,0,0,2,0,0,0,1,1,1,0,0,2,0,2,0,1,1,2,0,2,0,1,1,0,0,0,0,0
crude article326.txt,0,6,0,1,1,2,0,3,3,1,0,2,0,0,0,0,1,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0
crude article332.txt,0,4,0,1,3,1,4,3,1,4,1,3,0,1,0,0,4,2,1,2,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0
crude article454.txt,0,12,0,11,8,7,7,6,9,7,0,5,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,2,1,2,2,0,2,3,5,0,0,3,4,5,0,0,2,2,0,0,2,0,0
crude article468.txt,0,3,0,6,4,2,4,4,3,1,2,4,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,2,1,0,1,0,0,0,0,1,0,0
crude article469.txt,0,10,0,13,5,5,2,9,1,5,1,4,0,0,0,0,0,0,2,2,1,0,0,2,4,0,1,3,0,4,1,3,0,2,0,0,1,3,1,3,1,0,4,1,0,1,0,2,0,0
crude article333.txt,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
crude article455.txt,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article441.txt,0,5,0,3,2,2,0,4,2,4,3,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,5,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0
crude article327.txt,0,3,0,0,3,4,3,2,2,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,0
crude article496.txt,0,16,0,11,5,2,2,1,2,1,2,3,0,1,0,0,0,0,0,0,0,2,0,2,3,0,0,1,2,3,1,0,0,0,0,0,0,0,3,0,2,0,0,3,0,0,0,1,0,0
crude article482.txt,0,10,0,3,0,5,1,6,4,3,2,3,0,14,0,0,2,0,0,8,1,1,0,0,1,0,4,0,0,0,3,8,0,1,0,0,7,1,1,0,0,4,0,0,1,1,0,0,1,0
crude article119.txt,0,6,0,5,2,1,3,6,5,3,0,1,0,1,0,0,0,0,1,3,0,2,0,2,1,0,0,1,3,0,0,0,0,2,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0
crude article131.txt,0,23,0,13,10,14,3,10,6,7,4,5,0,1,0,0,0,4,0,4,5,0,0,0,6,0,3,0,0,0,4,5,0,0,1,2,1,4,0,1,1,2,1,0,2,3,0,0,1,0
crude article125.txt,0,7,0,0,4,5,1,1,1,2,0,2,0,2,0,0,2,2,0,0,1,0,0,0,2,0,0,2,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,3,0
crude article079.txt,0,2,0,0,0,0,1,3,2,1,2,1,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
crude article045.txt,0,22,0,15,14,7,11,12,12,4,6,12,0,1,0,0,0,2,3,0,1,7,0,2,3,0,0,0,2,0,4,3,0,2,3,0,2,4,2,2,1,0,0,0,1,1,0,1,1,0
crude article051.txt,0,8,0,4,5,6,0,4,4,1,1,6,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,2,0,0,2,0,0,0,4,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0
crude article086.txt,0,2,0,0,1,0,1,2,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
crude article509.txt,0,6,0,2,2,2,2,2,4,0,0,2,0,0,0,0,0,1,1,0,4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
crude article247.txt,0,27,0,31,11,7,16,15,6,2,3,15,0,2,0,0,1,4,17,2,3,5,0,5,1,0,1,5,4,0,3,1,0,2,5,5,0,1,5,5,3,0,7,2,2,3,0,2,1,0
crude article253.txt,0,11,0,1,7,4,2,2,1,0,0,5,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
crude article284.txt,0,10,0,3,0,5,1,6,4,3,2,3,0,14,0,0,2,0,0,8,1,1,0,0,1,0,6,0,0,0,3,8,0,1,0,0,7,1,1,0,0,6,0,0,1,1,0,0,1,0
crude article290.txt,0,8,0,4,1,7,7,5,3,1,0,1,0,1,0,0,0,1,1,1,0,2,0,1,0,0,0,0,3,0,1,2,0,1,3,1,0,0,0,4,1,0,0,0,1,0,0,0,0,0
crude article286.txt,0,14,0,6,11,4,6,5,5,5,4,0,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
crude article292.txt,0,18,0,8,9,16,12,0,7,5,4,3,0,13,0,0,1,0,1,6,1,0,0,1,6,0,24,0,1,7,7,0,0,0,0,4,0,8,4,0,0,2,2,1,0,1,0,1,2,0
crude article523.txt,0,47,0,18,14,21,11,11,4,11,1,6,0,0,0,0,7,4,7,2,0,3,0,1,4,0,0,0,4,0,5,0,0,0,3,2,0,2,2,4,1,0,0,4,1,0,0,1,2,0
crude article245.txt,0,5,0,3,1,6,3,4,6,7,4,4,0,0,0,0,1,3,1,0,0,1,0,2,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0
crude article251.txt,0,3,0,1,2,2,1,3,2,2,0,1,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article537.txt,0,13,0,6,4,7,6,5,1,3,2,2,0,2,0,0,1,0,4,0,0,1,0,0,1,0,0,1,2,0,4,0,0,2,10,1,0,2,0,3,1,0,2,0,1,0,0,1,1,0
crude article279.txt,0,17,0,16,8,5,7,5,8,3,8,13,0,0,0,0,1,2,7,5,1,0,0,0,2,0,0,1,3,0,0,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
crude article084.txt,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article090.txt,0,2,0,0,1,0,1,3,4,0,1,2,0,0,0,0,0,0,0,0,1,2,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
crude article047.txt,0,5,0,2,2,0,3,2,0,0,1,3,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
crude article053.txt,0,13,0,6,7,8,0,6,4,1,1,8,0,0,0,0,1,0,0,1,0,0,0,1,3,0,0,2,0,0,2,0,0,0,5,0,1,0,0,0,1,1,3,0,1,0,0,0,1,0
crude article133.txt,0,4,0,1,1,0,1,1,2,1,2,3,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
crude article127.txt,0,17,0,1,8,3,4,4,7,0,0,5,0,1,0,0,0,1,1,0,6,0,0,0,2,0,5,0,1,0,2,1,0,0,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
crude article494.txt,0,23,0,11,13,10,2,5,10,1,3,2,0,0,0,0,2,9,4,1,2,2,0,4,3,0,0,0,7,0,0,5,0,8,0,0,0,1,2,2,1,0,0,0,2,0,0,2,0,0
crude article480.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article457.txt,0,4,0,0,3,2,2,3,3,0,0,2,0,1,0,0,0,1,0,1,1,4,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
crude article331.txt,0,23,0,7,14,10,13,11,13,7,3,6,0,7,0,0,0,2,3,2,2,3,0,1,2,0,0,1,0,4,1,2,0,3,3,2,0,0,3,2,0,0,0,1,0,0,0,2,0,0
crude article325.txt,0,16,0,6,7,4,6,8,5,3,4,6,0,3,0,0,0,4,1,1,2,2,0,1,1,0,1,0,0,1,1,2,0,1,0,4,0,2,0,0,0,0,3,4,1,0,0,0,0,0
crude article443.txt,0,0,0,3,1,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
crude article319.txt,0,39,0,17,18,14,11,14,14,4,6,19,0,7,0,0,4,3,6,4,6,4,0,6,7,1,3,9,6,1,2,0,0,8,3,2,2,9,7,1,5,1,8,2,0,0,0,14,6,0
crude article318.txt,0,3,0,1,1,3,3,2,1,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,2,0
crude article324.txt,0,24,0,23,10,8,7,7,6,4,5,8,0,4,0,0,1,3,0,2,3,4,0,1,3,0,0,5,1,2,2,1,0,2,2,1,1,0,2,4,6,0,1,0,1,3,0,0,0,0
crude article442.txt,0,25,0,12,6,6,5,8,5,5,6,4,0,2,0,0,0,5,1,3,3,5,0,4,6,0,0,0,2,1,0,3,0,3,1,5,1,3,2,1,6,1,0,4,2,2,0,1,0,0
crude article456.txt,0,19,0,8,5,2,6,6,5,5,7,11,0,1,0,0,3,4,5,1,1,1,0,2,2,0,0,0,3,2,0,1,0,0,12,2,0,2,0,3,0,0,0,0,1,0,0,0,0,0
crude article330.txt,0,36,0,22,19,38,22,22,22,10,6,4,0,0,0,0,5,3,1,5,2,20,0,6,7,0,5,6,0,0,2,20,0,7,0,5,7,4,1,5,1,7,3,0,2,2,0,6,0,0
crude article481.txt,0,42,0,17,19,13,12,17,17,14,13,22,0,2,0,0,13,4,12,2,2,0,0,5,3,0,1,3,8,0,2,8,0,5,3,2,3,0,2,6,3,0,5,0,4,2,0,0,0,0
crude article495.txt,0,16,0,5,15,9,3,8,3,3,3,4,0,4,0,0,1,2,0,3,2,4,0,0,1,0,2,3,1,0,0,0,0,1,0,1,4,2,3,0,2,3,3,1,0,3,0,1,2,0
crude article132.txt,0,11,0,4,4,5,6,3,4,6,0,2,0,0,0,0,5,5,1,0,1,3,0,2,1,0,0,0,0,0,2,0,0,2,1,2,0,3,0,0,4,0,0,0,1,1,0,0,0,0
crude article052.txt,0,12,0,4,3,3,4,6,4,1,3,8,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,2,0,0,1,0,0,1,2,2,1,0,1,2,0,0,3,0,1,0,0,1,0,0
crude article046.txt,0,11,0,8,7,3,4,4,1,4,3,2,0,0,0,0,1,2,1,2,1,0,0,0,1,0,0,0,0,0,3,1,0,0,2,2,0,4,0,0,0,0,0,3,1,1,0,1,0,0
crude article091.txt,0,2,0,0,0,0,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
crude article085.txt,0,4,0,0,1,0,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article278.txt,0,4,0,2,1,1,5,4,1,0,0,2,0,0,0,0,0,3,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0
crude article250.txt,0,33,0,11,19,11,16,10,16,14,9,18,0,0,0,0,2,3,3,7,6,1,0,15,5,0,5,7,2,0,1,13,0,7,2,3,8,1,0,1,1,4,7,0,2,7,0,4,1,0
crude article536.txt,0,28,0,10,9,12,6,7,4,9,1,2,0,0,0,0,7,2,4,0,0,1,0,0,3,0,1,0,1,0,3,0,0,0,0,2,1,0,1,2,1,1,0,3,2,1,0,0,0,0
crude article522.txt,0,14,0,1,8,2,6,3,4,1,1,5,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
crude article244.txt,0,12,0,5,9,7,2,2,6,4,1,1,0,1,0,0,0,2,4,1,1,1,0,1,0,1,0,0,1,0,3,1,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,1,0
crude article293.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
crude article287.txt,0,11,0,8,8,3,3,5,4,2,0,2,0,0,0,0,0,2,2,1,1,1,0,5,0,0,0,1,1,0,1,0,0,1,5,0,0,3,1,0,1,1,6,0,3,0,0,0,0,0
crude article249.txt,0,5,0,0,1,3,8,2,0,1,1,4,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
crude article261.txt,0,4,0,2,2,2,1,2,1,0,0,2,0,0,0,0,0,2,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
crude article507.txt,0,21,0,19,11,14,5,7,7,3,2,5,0,2,0,0,2,0,5,1,4,2,0,0,0,0,0,4,7,1,1,0,0,3,1,4,4,0,1,5,4,3,7,1,1,3,0,1,1,0
crude article513.txt,0,14,0,7,4,5,5,6,5,2,2,7,0,0,0,0,0,3,1,2,4,0,0,3,0,0,0,4,1,2,1,6,0,0,4,1,1,0,0,4,2,1,1,0,1,0,0,0,0,0
crude article275.txt,0,4,0,0,7,2,5,1,3,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
crude article088.txt,0,19,0,1,6,0,3,3,7,2,3,4,0,0,0,0,2,3,7,1,0,2,0,0,2,0,0,0,0,1,6,0,0,0,1,0,0,0,2,3,4,0,0,0,7,0,0,0,2,0
crude article063.txt,0,5,0,3,3,6,3,1,3,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
crude article117.txt,0,10,0,10,5,4,6,5,3,2,1,1,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,8,3,0,0,2,2,1,2,2,0,0,1,0,0,0,0,1,0,2,0,0
crude article103.txt,0,9,0,3,2,7,2,6,2,4,0,2,0,0,0,0,2,2,0,1,3,0,0,0,1,0,0,4,1,0,2,0,0,1,0,0,1,0,0,0,1,0,3,1,0,0,0,1,2,0
crude article498.txt,0,7,0,5,2,0,1,5,4,3,1,5,0,0,0,0,3,4,4,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0
crude article315.txt,0,2,0,3,0,0,0,2,5,0,2,1,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0
crude article473.txt,0,10,0,2,2,3,3,1,3,1,0,1,0,0,0,0,0,2,0,1,3,2,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0
crude article467.txt,0,13,0,2,4,3,3,2,3,1,1,1,0,0,0,0,0,4,0,1,0,1,0,0,1,0,1,0,0,0,5,0,0,0,0,1,2,2,0,0,2,1,0,0,0,2,0,1,1,0
crude article301.txt,0,2,0,1,2,0,3,2,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0
crude article466.txt,0,6,0,5,3,3,1,2,2,1,1,6,0,1,0,0,0,0,2,1,1,3,0,0,3,0,1,1,1,0,3,1,0,0,0,0,2,4,0,0,1,0,2,1,0,1,0,3,0,0
crude article300.txt,0,4,0,5,0,2,2,3,1,1,0,3,0,0,0,0,1,2,2,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0
crude article314.txt,0,2,0,0,1,1,3,2,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,2,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0
crude article472.txt,0,23,0,13,4,5,9,7,5,2,3,8,0,1,0,0,1,4,1,0,3,2,0,3,4,0,0,0,4,0,2,1,0,1,6,2,2,0,0,6,4,0,1,1,2,1,0,1,2,0
crude article328.txt,0,5,0,1,2,4,2,1,1,2,0,2,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
crude article102.txt,0,17,0,2,4,4,4,7,2,4,4,6,0,3,0,0,3,0,1,2,2,3,0,0,0,0,0,3,0,2,0,0,0,1,0,3,1,2,0,4,1,0,1,0,1,1,0,0,0,0
crude article116.txt,0,25,0,7,11,4,11,9,8,1,1,9,0,4,0,0,2,4,5,1,4,3,0,1,2,0,0,0,7,1,1,1,0,1,1,1,0,0,0,4,0,0,0,0,1,0,0,1,2,0
crude article062.txt,0,16,0,5,7,10,1,4,4,2,3,8,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,2,0,2,2,0,0,5,0,1,0,0,3,2,0,0,0,2,1,0,0,0,0
crude article512.txt,0,17,0,9,13,6,6,9,4,1,6,6,0,0,0,0,0,1,3,0,1,3,0,1,0,0,0,0,0,1,1,1,0,2,7,2,2,0,2,0,1,0,0,1,1,1,0,1,0,0
crude article274.txt,0,20,0,20,22,21,9,16,7,11,7,19,0,5,0,0,0,0,4,4,2,2,0,6,1,0,2,4,0,1,1,3,0,2,1,4,6,0,2,1,3,0,7,2,2,6,0,2,2,0
crude article260.txt,0,17,0,4,6,5,4,3,2,6,2,1,0,0,0,0,6,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,1,3,0,0,1,0,0,0,0,1,0
crude article506.txt,0,12,0,3,5,1,9,2,0,3,2,9,0,0,0,0,1,0,0,2,24,1,0,0,0,0,2,24,0,15,0,0,0,0,0,0,0,0,3,0,0,9,0,1,0,0,0,0,0,0
crude article248.txt,0,6,0,3,4,0,1,2,2,0,1,5,0,2,0,0,0,1,1,3,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
crude article289.txt,0,4,0,2,2,0,1,1,3,1,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
crude article538.txt,0,21,0,6,6,7,4,2,2,6,5,0,0,0,0,0,6,1,3,0,2,2,0,1,1,0,0,0,1,0,1,0,0,1,2,3,0,3,1,0,2,0,0,1,3,0,0,0,1,0
crude article276.txt,0,3,0,0,1,2,1,2,1,0,1,2,0,0,0,0,0,4,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article510.txt,0,22,0,3,11,11,19,6,5,4,2,10,0,2,0,0,1,0,0,1,1,6,0,0,2,0,1,2,0,0,0,9,0,1,0,2,0,2,1,1,0,0,0,4,1,0,0,0,0,0
crude article504.txt,0,5,0,1,5,0,3,2,2,0,1,1,0,0,0,0,0,0,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0
crude article262.txt,0,20,0,4,6,6,4,5,1,1,2,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,2,3,0,0,3,3,0,0,1,1,1,3,0,0,0,2,0,0,2,2,0
crude article048.txt,0,11,0,5,8,9,6,5,7,2,2,2,0,1,0,0,0,0,1,3,0,5,0,1,1,0,0,0,0,0,1,2,0,2,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0
crude article074.txt,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
crude article060.txt,0,19,0,6,6,5,5,6,10,6,2,1,0,0,0,0,5,1,4,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,2,1,1,1,0,0,0,1,1,0,1,0,0
crude article128.txt,0,32,0,20,10,15,8,12,4,0,5,14,0,0,0,0,0,9,8,3,0,3,0,4,2,0,1,1,4,0,7,0,0,4,4,3,0,1,4,4,3,0,0,6,0,0,0,4,1,0
crude article100.txt,0,4,0,1,1,0,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
